date,season,tempmax,tempmin,humidity,precip,crop,Pest_Attack
25-04-2017,Summer,39,24,31.5,1.701,mungbean,0
26-04-2017,Summer,38.2,23,32.8,0,coffee,0
27-04-2017,Summer,37.3,23.5,30.4,0,kidneybeans,0
28-04-2017,Summer,38.2,24.9,32,0.17,rice,0
29-04-2017,Summer,39,24.8,35.6,0,blackgram,0
30-04-2017,Summer,38,24,39.4,0.627,lentil,0
13-05-2017,Summer,41.7,28.4,35.7,0,lentil,0
14-05-2017,Summer,44,29.7,28,0,coconut,0
15-05-2017,Summer,46,28.8,24.9,0,mothbeans,0
16-05-2017,Summer,41.4,30,30,0,blackgram,0
17-05-2017,Summer,37.2,28.8,40.3,0.075,coconut,0
18-05-2017,Summer,40,28.2,39.6,0,papaya,0
19-05-2017,Summer,42,28.7,40.7,0.455,grapes,0
20-05-2017,Summer,39,29.5,35.4,0,jute,0
21-05-2017,Summer,39,24.4,45.7,14.461,cotton,0
22-05-2017,Summer,29,25.2,59.3,0.2,orange,0
23-05-2017,Summer,38.4,23.9,46.1,0,jute,0
24-05-2017,Summer,41,27.7,41.7,0,blackgram,0
25-05-2017,Summer,41.4,29.7,34.8,0,mungbean,0
26-05-2017,Summer,44.2,29.9,33.8,0,banana,0
27-05-2017,Summer,40.2,30,43.4,0,mungbean,0
28-05-2017,Summer,37,26,56.8,10.358,coffee,0
29-05-2017,Summer,33.8,23,65.9,7.552,coffee,0
30-05-2017,Summer,37,23.1,56.9,0,coconut,0
31-05-2017,Summer,34.5,25,67.7,11.403,pigeonpeas,0
13-06-2017,Monsoon,42.2,28,35.9,0.299,pomegranate,0
14-06-2017,Monsoon,42,29.9,36.7,0,kidneybeans,0
15-06-2017,Monsoon,41,29,38.1,0,lentil,0
16-06-2017,Monsoon,34.8,22.5,68.7,18.516,mango,0
17-06-2017,Monsoon,31.4,26,69.1,2.977,orange,0
18-06-2017,Monsoon,36,26,65.7,0.09,jute,0
19-06-2017,Monsoon,37,24.4,70.3,21.296,mango,0
20-06-2017,Monsoon,32.2,24,80.6,17.104,mungbean,0
21-06-2017,Monsoon,32.1,24.2,80.8,30.623,jute,1
22-06-2017,Monsoon,33,25.9,69.3,2.552,orange,0
23-06-2017,Monsoon,36,27.3,63.3,0,papaya,0
24-06-2017,Monsoon,38,28.3,60.5,0,lentil,0
25-06-2017,Monsoon,39.2,30.3,58.9,0,lentil,0
26-06-2017,Monsoon,38,30.5,61.9,0.3,coconut,0
27-06-2017,Monsoon,39,30,62.7,0.2,jute,0
28-06-2017,Monsoon,34,26,81,30.61,rice,1
29-06-2017,Monsoon,30.8,25,87.8,17.594,mothbeans,0
30-06-2017,Monsoon,30.9,26.2,93.4,28.703,apple,0
13-07-2017,Monsoon,34.8,26.8,71.7,0,muskmelon,0
14-07-2017,Monsoon,36,28.3,68.7,0,pomegranate,0
15-07-2017,Monsoon,35,29,76.2,4.253,coconut,0
16-07-2017,Monsoon,36,28.8,76.1,0,watermelon,0
17-07-2017,Monsoon,33.6,27.7,84.2,17.312,papaya,1
18-07-2017,Monsoon,36.2,27,73.6,2.3,watermelon,0
19-07-2017,Monsoon,38,29.1,67.7,0.149,mungbean,0
20-07-2017,Monsoon,34,25.3,81.3,29.117,cotton,0
21-07-2017,Monsoon,36,28.7,73.3,0,apple,0
22-07-2017,Monsoon,34.5,27,80.6,4.597,coconut,0
23-07-2017,Monsoon,34.4,26.4,85.7,17.955,apple,0
24-07-2017,Monsoon,32.7,26.9,83.2,3.449,lentil,0
25-07-2017,Monsoon,32,27,85.9,2.344,kidneybeans,0
26-07-2017,Monsoon,34.8,26.9,77.4,0,mango,0
27-07-2017,Monsoon,34.8,29.2,72.6,0,maize,0
28-07-2017,Monsoon,35.6,28,75,5.448,mothbeans,0
29-07-2017,Monsoon,34.8,27.9,78.3,0,muskmelon,0
30-07-2017,Monsoon,33.2,28,74.8,0,grapes,0
31-07-2017,Monsoon,30,27,89.6,22.299,maize,0
13-08-2017,Monsoon,34.1,27,70,0,coconut,0
14-08-2017,Monsoon,36,27,66.3,0,mungbean,0
15-08-2017,Monsoon,36.8,28.8,65.1,0.1,pigeonpeas,0
16-08-2017,Monsoon,36,27,64.4,0.1,mango,0
17-08-2017,Monsoon,37,29,62.5,0,lentil,0
18-08-2017,Monsoon,37.2,29,62.5,0,coffee,0
19-08-2017,Monsoon,31,26.8,88.3,24.851,pomegranate,0
20-08-2017,Monsoon,35.6,27,76.1,0,chickpea,0
21-08-2017,Monsoon,35,28,74.7,0,mango,0
22-08-2017,Monsoon,34,29,78.3,0.917,cotton,0
23-08-2017,Monsoon,33.2,26.3,87.6,35.249,kidneybeans,0
24-08-2017,Monsoon,34,25.4,79.7,0,orange,0
25-08-2017,Monsoon,34.8,26,81.6,6.033,watermelon,0
26-08-2017,Monsoon,32.4,25.6,85.6,12.909,pigeonpeas,0
27-08-2017,Monsoon,35.2,25,77.3,1.299,banana,0
28-08-2017,Monsoon,34.3,27,78.5,0.51,apple,0
29-08-2017,Monsoon,34.8,27,76.9,0.851,banana,0
30-08-2017,Monsoon,34.8,26,78.5,5.643,lentil,0
31-08-2017,Monsoon,31.8,25.7,92.7,56.324,apple,0
13-09-2017,Monsoon,36.2,27.2,66.7,0,blackgram,0
14-09-2017,Monsoon,35,28.2,69,0,jute,0
15-09-2017,Monsoon,36,27.7,61.7,0,mungbean,0
16-09-2017,Monsoon,31.2,27.4,71.2,0,watermelon,0
17-09-2017,Monsoon,34.8,25,69.1,0,watermelon,0
18-09-2017,Monsoon,36,24,65.8,0,kidneybeans,0
19-09-2017,Monsoon,36,26,59.4,0,papaya,0
20-09-2017,Monsoon,37.2,25.5,58.6,0,papaya,0
21-09-2017,Monsoon,34.8,25.4,70.3,0,rice,1
22-09-2017,Monsoon,28,24.2,88.8,42.207,coffee,1
23-09-2017,Monsoon,26,24,94.3,30.556,mothbeans,0
24-09-2017,Monsoon,31,23,84.4,0,apple,0
25-09-2017,Monsoon,34.8,23,73.3,0,chickpea,0
26-09-2017,Monsoon,35,25.7,70.7,0,watermelon,0
27-09-2017,Monsoon,36.2,24.4,65.3,0,banana,0
28-09-2017,Monsoon,37,25.1,62.7,0,grapes,0
30-09-2017,Monsoon,36,23,60.3,0,lentil,0
13-10-2017,Post-Monsoon,35.2,22.5,58.9,0,maize,0
14-10-2017,Post-Monsoon,36.2,22.2,57.4,0,papaya,0
15-10-2017,Post-Monsoon,36,20.6,53.7,0,papaya,0
16-10-2017,Post-Monsoon,35.1,19.5,54.5,0,orange,0
17-10-2017,Post-Monsoon,35,19.4,55.6,0,apple,0
18-10-2017,Post-Monsoon,34.3,20.2,55.2,0,apple,0
19-10-2017,Post-Monsoon,36,19,62.2,0,muskmelon,0
20-10-2017,Post-Monsoon,35.2,21,60.2,0,rice,0
21-10-2017,Post-Monsoon,34.2,19.5,58.6,0,jute,0
22-10-2017,Post-Monsoon,36,19,58.3,0,blackgram,0
23-10-2017,Post-Monsoon,35.2,18,53.5,0,mango,0
24-10-2017,Post-Monsoon,33,19,50.8,0,watermelon,0
25-10-2017,Post-Monsoon,32.8,18.3,52.6,0,watermelon,0
26-10-2017,Post-Monsoon,33.1,17.6,57.3,0,watermelon,0
27-10-2017,Post-Monsoon,33,18,61.6,0,mango,0
28-10-2017,Post-Monsoon,32.5,18.1,58.8,0,watermelon,0
29-10-2017,Post-Monsoon,32,18.5,60.1,0,rice,0
30-10-2017,Post-Monsoon,31,18,65.5,0,coffee,0
31-10-2017,Post-Monsoon,31,17.7,66.5,0,cotton,0
13-11-2017,Post-Monsoon,28.4,13.6,71.6,0,apple,0
14-11-2017,Post-Monsoon,27.5,16,67.1,0,apple,0
15-11-2017,Post-Monsoon,27,14.9,62.4,0,rice,0
16-11-2017,Post-Monsoon,26,14,67.2,0,apple,0
17-11-2017,Post-Monsoon,25.7,14.8,66.5,0,lentil,0
18-11-2017,Post-Monsoon,25,15,68.8,0.425,watermelon,0
19-11-2017,Post-Monsoon,24.1,14,53.3,0,mothbeans,0
20-11-2017,Post-Monsoon,23.1,10,52.8,0,coffee,0
21-11-2017,Post-Monsoon,24,9,55.3,0,pomegranate,0
22-11-2017,Post-Monsoon,25,9,50.3,0,mungbean,0
23-11-2017,Post-Monsoon,25.3,10,51.3,0,maize,0
24-11-2017,Post-Monsoon,25.8,9.5,47.8,0,apple,0
25-11-2017,Post-Monsoon,26.1,10.4,47.7,0,rice,0
26-11-2017,Post-Monsoon,27,10.2,51.8,0,kidneybeans,0
27-11-2017,Post-Monsoon,25.2,10.6,53.8,0,blackgram,0
28-11-2017,Post-Monsoon,27,10,50.9,0,cotton,0
29-11-2017,Post-Monsoon,28,10.7,51.7,0,lentil,0
30-11-2017,Post-Monsoon,27,11,57.2,0,mungbean,0
13-12-2017,Post-Monsoon,19.7,11,86.8,0,coffee,1
14-12-2017,Post-Monsoon,18,10.8,83.7,0,banana,0
15-12-2017,Post-Monsoon,19,8,78.2,0,chickpea,0
16-12-2017,Post-Monsoon,19.7,8,74.8,0,apple,0
17-12-2017,Post-Monsoon,22.5,7,59.8,0,mungbean,0
18-12-2017,Post-Monsoon,24.4,8,57.8,0,lentil,0
19-12-2017,Post-Monsoon,23,9,61.9,0,papaya,0
20-12-2017,Post-Monsoon,21,11,72.6,0,coconut,0
21-12-2017,Post-Monsoon,24.7,12,73,0,lentil,0
22-12-2017,Post-Monsoon,25,10,66.3,0,mothbeans,0
23-12-2017,Post-Monsoon,24,9,61.4,0,rice,0
24-12-2017,Post-Monsoon,24,8.6,61.1,0,maize,0
25-12-2017,Post-Monsoon,22.3,8.7,71.4,0,coconut,0
26-12-2017,Post-Monsoon,23,8.4,72.7,0,pomegranate,0
27-12-2017,Post-Monsoon,25,8.9,67.5,0,coconut,0
28-12-2017,Post-Monsoon,24.8,9,63.9,0,mungbean,0
29-12-2017,Post-Monsoon,24.4,8.5,67,0,jute,0
30-12-2017,Post-Monsoon,22.1,7.6,73.4,0,papaya,0
31-12-2017,Post-Monsoon,22.3,8,76.6,0,coffee,1
13-01-2018,Winter,23,7.4,65.6,0,coconut,0
14-01-2018,Winter,23.7,7.5,62.6,0,banana,0
15-01-2018,Winter,22.9,7,70.1,0,jute,0
16-01-2018,Winter,24.2,8,58.7,0,mango,0
17-01-2018,Winter,22.1,7.6,70.8,0,mothbeans,0
18-01-2018,Winter,26.6,9,73.2,0,muskmelon,0
19-01-2018,Winter,23.8,6,80,0,kidneybeans,0
20-01-2018,Winter,22.3,8,73.2,0,orange,0
21-01-2018,Winter,24.6,5,64.6,0,muskmelon,0
22-01-2018,Winter,24.6,7.5,66.5,0,pigeonpeas,0
23-01-2018,Winter,17,10.5,83.2,3.463,coffee,0
24-01-2018,Winter,17.5,9.8,89.1,0,orange,0
25-01-2018,Winter,17.3,9,93.3,0,pigeonpeas,0
26-01-2018,Winter,17.6,9,90.4,0,kidneybeans,0
27-01-2018,Winter,19.6,8.9,82,0,watermelon,0
28-01-2018,Winter,21.4,7,77.8,0,blackgram,0
29-01-2018,Winter,23,7,74.8,0,jute,0
30-01-2018,Winter,26.3,9,64.6,0,mango,0
31-01-2018,Winter,24.5,10.6,71.1,0,mungbean,0
13-02-2018,Winter,23.1,10.7,75.9,0,apple,0
14-02-2018,Winter,22.6,8,65.8,0,banana,0
15-02-2018,Winter,24,10,67.7,0,grapes,0
16-02-2018,Winter,24.2,9,72.1,0,apple,0
17-02-2018,Winter,26,12,68.5,0,jute,0
18-02-2018,Winter,25.6,12,63.7,0,pigeonpeas,0
19-02-2018,Winter,27,11,57.4,0,maize,0
20-02-2018,Winter,28.1,11.8,59.3,0,cotton,0
21-02-2018,Winter,31.1,14.1,54.3,0,muskmelon,0
22-02-2018,Winter,31.6,15.3,60.8,0,muskmelon,0
23-02-2018,Winter,31,16.8,58.2,0,rice,0
24-02-2018,Winter,31.2,18.2,57.3,0,rice,0
25-02-2018,Winter,28.1,18.5,60.3,0,mothbeans,0
26-02-2018,Winter,27.6,14,65.6,0,coffee,0
27-02-2018,Winter,30,15,63.9,0,jute,0
28-02-2018,Winter,30.1,16.8,66.8,0,watermelon,0
13-03-2018,Summer,36.1,16,45.8,0,muskmelon,0
14-03-2018,Summer,34,19.4,36.4,0,apple,0
15-03-2018,Summer,32,19,44.5,0,mungbean,0
16-03-2018,Summer,31.1,18,50.6,0,pomegranate,1
17-03-2018,Summer,31,16,45.3,0,watermelon,0
18-03-2018,Summer,32,15.5,42.3,0,mothbeans,0
19-03-2018,Summer,34.3,16.8,41.9,0,blackgram,0
20-03-2018,Summer,35.1,18,42,0,pigeonpeas,0
21-03-2018,Summer,32.6,22.3,48.4,0,coconut,0
22-03-2018,Summer,31,17,57.6,0,orange,0
23-03-2018,Summer,30,17,54.2,0,coffee,0
24-03-2018,Summer,33,18,50.2,0,watermelon,0
25-03-2018,Summer,33,18,50.1,0,muskmelon,0
26-03-2018,Summer,34.1,18,45.7,0,pigeonpeas,0
27-03-2018,Summer,38,18.5,37,0,pomegranate,0
28-03-2018,Summer,39,18.9,34.7,0,chickpea,0
29-03-2018,Summer,37,19,38.6,0,rice,0
30-03-2018,Summer,37,22.1,37.1,0,pomegranate,0
31-03-2018,Summer,33.1,21,46.2,0,watermelon,0
13-04-2018,Summer,37,19.7,32.8,0,banana,0
14-04-2018,Summer,37,19.6,30,0,cotton,0
15-04-2018,Summer,39,21.6,32.9,0,pigeonpeas,0
16-04-2018,Summer,39.5,23.7,34.3,0,papaya,0
17-04-2018,Summer,41,24.7,29.8,0,kidneybeans,0
18-04-2018,Summer,39,24,27.1,0,rice,0
19-04-2018,Summer,41,24.1,27.2,0,coffee,0
20-04-2018,Summer,40,26.1,24.1,0,kidneybeans,0
21-04-2018,Summer,34.1,24,29.5,0,coffee,0
22-04-2018,Summer,35,22,24.4,0,chickpea,0
23-04-2018,Summer,38,21,21.3,0,cotton,0
24-04-2018,Summer,40,21.7,23.1,0,kidneybeans,0
25-04-2018,Summer,42,22.2,21.5,0,cotton,0
26-04-2018,Summer,43,27.4,21.3,0,apple,0
27-04-2018,Summer,39,28,39.3,0,lentil,0
28-04-2018,Summer,40,28.2,41.3,0,banana,0
29-04-2018,Summer,39.9,25.6,48.1,1.299,muskmelon,0
30-04-2018,Summer,40,25.4,48.1,0,pomegranate,0
13-05-2018,Summer,40,25,48.7,6.924,apple,0
14-05-2018,Summer,36,23,48.5,0,mothbeans,0
15-05-2018,Summer,37.1,26.8,49.3,0,orange,0
16-05-2018,Summer,41,25,33.9,0.17,orange,0
17-05-2018,Summer,42,27.8,27,0,apple,0
18-05-2018,Summer,40,27.9,31.1,0,banana,0
19-05-2018,Summer,42,27.7,35.8,0,mungbean,0
20-05-2018,Summer,42,28.7,26.4,0,jute,0
21-05-2018,Summer,43,27.3,17.4,0,rice,0
22-05-2018,Summer,45,27.7,19,0,grapes,0
23-05-2018,Summer,44,28.1,26.2,0,apple,0
24-05-2018,Summer,44,28.3,23,0,coconut,0
25-05-2018,Summer,45,25.7,18.4,0,muskmelon,0
26-05-2018,Summer,46,26.1,18.8,0,rice,0
27-05-2018,Summer,45,28.4,16.1,0,rice,0
28-05-2018,Summer,43,28.4,26.6,0,muskmelon,0
29-05-2018,Summer,46,28.3,31.1,0,coconut,0
30-05-2018,Summer,42,30,42.6,0,apple,0
31-05-2018,Summer,43,29,37.8,0,orange,0
13-06-2018,Monsoon,41.2,34.6,38.8,0,coffee,0
14-06-2018,Monsoon,42,34,35.2,0,rice,0
15-06-2018,Monsoon,40.1,32.9,37,0,chickpea,0
16-06-2018,Monsoon,39.5,33,44.4,0,rice,0
17-06-2018,Monsoon,37,28,55,0,grapes,0
18-06-2018,Monsoon,37,28.7,51.5,0,cotton,0
19-06-2018,Monsoon,40,26.8,48.4,0,grapes,0
20-06-2018,Monsoon,42,30.4,42.2,0,orange,0
21-06-2018,Monsoon,42,32.1,42.3,0,watermelon,0
22-06-2018,Monsoon,45,30.8,37.7,0,banana,0
23-06-2018,Monsoon,43,33.3,38.1,0,coconut,0
24-06-2018,Monsoon,42,32.7,35.8,0,jute,0
25-06-2018,Monsoon,43,33.8,39.7,0,mango,0
26-06-2018,Monsoon,34,31.2,52.1,0,coffee,0
27-06-2018,Monsoon,37,26.8,72.1,5.686,watermelon,0
28-06-2018,Monsoon,34,25.7,82.8,20.643,muskmelon,0
29-06-2018,Monsoon,34.3,27,78.4,6.954,pomegranate,0
30-06-2018,Monsoon,34,27,77.4,0,mothbeans,0
13-07-2018,Monsoon,33.3,26,85.5,48.37,maize,0
14-07-2018,Monsoon,32.5,27.4,86,1.045,mothbeans,0
15-07-2018,Monsoon,35.2,28,76.9,0,apple,0
16-07-2018,Monsoon,34,28,87.2,30.954,jute,1
17-07-2018,Monsoon,37,28.6,74.9,0,pomegranate,0
18-07-2018,Monsoon,36.1,29.6,74,0.119,muskmelon,0
19-07-2018,Monsoon,37.1,28.5,75.4,0.9,grapes,0
20-07-2018,Monsoon,32.1,26.9,83.6,23.968,mothbeans,0
21-07-2018,Monsoon,33.1,27,86.9,7.403,mango,0
22-07-2018,Monsoon,33.1,26.8,91,25.019,coconut,0
23-07-2018,Monsoon,34.8,26,80.2,0.832,chickpea,0
24-07-2018,Monsoon,37,29,72,0.1,coffee,0
25-07-2018,Monsoon,31.9,28,86.3,0.91,papaya,0
26-07-2018,Monsoon,29,26,95.8,19.687,mango,0
27-07-2018,Monsoon,28,25.7,97.3,31.656,kidneybeans,0
28-07-2018,Monsoon,31.1,25.7,93.7,4.999,blackgram,0
29-07-2018,Monsoon,35,25.9,81.9,0,orange,0
30-07-2018,Monsoon,33.8,25,78.4,22.61,maize,0
31-07-2018,Monsoon,34,26,75.4,1.728,mothbeans,0
13-08-2018,Monsoon,34,27.7,75.3,7.23,grapes,0
14-08-2018,Monsoon,35,28.8,75,7.447,cotton,0
15-08-2018,Monsoon,35,29,74.3,0,chickpea,0
16-08-2018,Monsoon,36,28,78.4,3.448,mungbean,0
17-08-2018,Monsoon,36,28.4,77,0,orange,0
18-08-2018,Monsoon,36,28.5,78.4,4.283,coffee,1
19-08-2018,Monsoon,32,27,88.6,34.474,apple,0
20-08-2018,Monsoon,35,27.3,83.9,0.4,coconut,0
21-08-2018,Monsoon,36.3,27,76.8,0,pigeonpeas,0
22-08-2018,Monsoon,35.1,28.1,78.1,0.37,cotton,0
23-08-2018,Monsoon,31.5,27,86,4.701,rice,0
24-08-2018,Monsoon,33.7,27,80.9,0,cotton,0
25-08-2018,Monsoon,33,27,76,0,kidneybeans,0
26-08-2018,Monsoon,36,27,73.1,0,orange,0
27-08-2018,Monsoon,32,27,82.7,4.463,blackgram,0
28-08-2018,Monsoon,31.2,25,92.7,53.818,pigeonpeas,0
29-08-2018,Monsoon,31.3,27,91.5,16.747,orange,0
30-08-2018,Monsoon,36,26,81.7,0,cotton,0
31-08-2018,Monsoon,35,28,76.1,0,coconut,0
13-09-2018,Monsoon,33.4,26.9,71.3,0,chickpea,0
14-09-2018,Monsoon,34.2,25,71.5,0,pomegranate,0
15-09-2018,Monsoon,35,26,67.5,0,muskmelon,0
16-09-2018,Monsoon,34,25,68.9,0,kidneybeans,0
17-09-2018,Monsoon,33.7,26,70.6,0,mungbean,0
18-09-2018,Monsoon,35,25,67.8,0,rice,0
19-09-2018,Monsoon,35.4,24.9,67.2,0,jute,0
20-09-2018,Monsoon,35.3,24.3,69.1,0,orange,0
21-09-2018,Monsoon,33,24.1,73.1,4.149,blackgram,0
22-09-2018,Monsoon,28,23,89.6,25.237,mungbean,0
23-09-2018,Monsoon,31,25,88.7,9.39,muskmelon,0
24-09-2018,Monsoon,27,23.6,94.5,18.76,mango,0
25-09-2018,Monsoon,27,22,91.9,0.618,maize,0
26-09-2018,Monsoon,32.1,22,81.3,0,mungbean,0
27-09-2018,Monsoon,34,23.7,76.3,0,coconut,0
28-09-2018,Monsoon,35.1,24.2,68.4,0,lentil,0
29-09-2018,Monsoon,34.4,23,67,0,banana,0
30-09-2018,Monsoon,33.6,24,68.7,0,apple,0
13-10-2018,Post-Monsoon,31,18,60.9,0,orange,0
14-10-2018,Post-Monsoon,32,18.6,56.2,0,mango,0
15-10-2018,Post-Monsoon,33,18.4,57.1,0,pomegranate,0
16-10-2018,Post-Monsoon,33.6,19.8,57.4,0,mothbeans,0
17-10-2018,Post-Monsoon,34.2,20.5,52.8,0,jute,0
18-10-2018,Post-Monsoon,33.1,19.4,58.3,0,pomegranate,0
19-10-2018,Post-Monsoon,33.8,18,59.9,0,coconut,0
20-10-2018,Post-Monsoon,32.8,18,56.7,0,blackgram,0
21-10-2018,Post-Monsoon,31,18.8,53.8,0,mungbean,0
22-10-2018,Post-Monsoon,31,16.6,53.8,0,coconut,0
23-10-2018,Post-Monsoon,32,17,52.3,0,cotton,0
24-10-2018,Post-Monsoon,32.2,17.6,55.7,0,jute,0
25-10-2018,Post-Monsoon,32,16.7,58.2,0,maize,0
26-10-2018,Post-Monsoon,30,17.2,62,0,mungbean,0
27-10-2018,Post-Monsoon,30.4,17,64.9,0,chickpea,0
28-10-2018,Post-Monsoon,31.8,17.2,61.5,0,watermelon,0
29-10-2018,Post-Monsoon,31.2,16.8,65.5,0,coffee,0
30-10-2018,Post-Monsoon,31,17.9,64.3,0,apple,0
31-10-2018,Post-Monsoon,30.8,17.2,67.9,0,pigeonpeas,0
13-11-2018,Post-Monsoon,29,16.4,71.5,0.2,watermelon,0
14-11-2018,Post-Monsoon,28,18.4,74.6,6.352,pomegranate,0
15-11-2018,Post-Monsoon,27,17,74.2,0,kidneybeans,0
16-11-2018,Post-Monsoon,25.8,12,64.9,0,orange,0
17-11-2018,Post-Monsoon,26,14,64.4,0,watermelon,0
18-11-2018,Post-Monsoon,28.1,12.8,66.7,0,orange,0
19-11-2018,Post-Monsoon,27.6,16.2,64.8,0,coffee,0
20-11-2018,Post-Monsoon,28,15,73.1,0,jute,0
21-11-2018,Post-Monsoon,27.8,14.7,66.9,0,rice,0
22-11-2018,Post-Monsoon,27.8,12.2,60.2,0,blackgram,0
23-11-2018,Post-Monsoon,27.8,13,57.6,0,banana,0
24-11-2018,Post-Monsoon,26.8,12,55.2,0,pigeonpeas,0
25-11-2018,Post-Monsoon,27,12.2,59.2,0,orange,0
26-11-2018,Post-Monsoon,26.8,10.9,69.5,0,mothbeans,0
27-11-2018,Post-Monsoon,27.9,12.2,67,0,chickpea,0
28-11-2018,Post-Monsoon,27.6,15,70.3,0,coffee,0
29-11-2018,Post-Monsoon,26,14.4,72.3,0,apple,0
30-11-2018,Post-Monsoon,26,12.2,72.2,0,banana,0
13-12-2018,Post-Monsoon,20.7,12,79.4,0,cotton,0
14-12-2018,Post-Monsoon,21,9,80.3,0,lentil,0
15-12-2018,Post-Monsoon,22,9,78.3,0,coconut,0
16-12-2018,Post-Monsoon,22.8,8,72.5,0,jute,0
17-12-2018,Post-Monsoon,21.8,7.2,73,0,rice,0
18-12-2018,Post-Monsoon,21.8,6.2,71.6,0,pigeonpeas,0
19-12-2018,Post-Monsoon,21.8,7,70.6,0,mango,0
20-12-2018,Post-Monsoon,21.8,5.4,70.2,0,orange,0
21-12-2018,Post-Monsoon,19.1,6.4,71.9,0,coconut,0
22-12-2018,Post-Monsoon,21.4,5.6,70.8,0,lentil,0
23-12-2018,Post-Monsoon,22,6,74.6,0,grapes,0
24-12-2018,Post-Monsoon,20.9,6.7,74.9,0,mango,0
25-12-2018,Post-Monsoon,19,6.5,83.8,0,lentil,0
26-12-2018,Post-Monsoon,20.3,4,72.6,0,mothbeans,0
27-12-2018,Post-Monsoon,20.7,5.3,68.2,0,mothbeans,0
28-12-2018,Post-Monsoon,18,6,76.9,0,rice,0
29-12-2018,Post-Monsoon,19.5,4.7,70.4,0,watermelon,0
30-12-2018,Post-Monsoon,21.9,3,70.7,0,mungbean,0
31-12-2018,Post-Monsoon,21.9,5.6,69.5,0,chickpea,0
13-01-2019,Winter,22.4,9.6,74.2,0,banana,0
14-01-2019,Winter,19,9,64.5,0,cotton,0
15-01-2019,Winter,18.7,6,71.1,0,blackgram,0
16-01-2019,Winter,20,6.2,73.3,0,watermelon,0
17-01-2019,Winter,21.7,6.3,74.6,0,blackgram,0
18-01-2019,Winter,20.8,6,78.4,0,pigeonpeas,0
19-01-2019,Winter,25.1,7.7,71.6,0,orange,0
20-01-2019,Winter,28,9.5,63.9,0,mothbeans,0
21-01-2019,Winter,23,13,79.2,10.507,pigeonpeas,0
22-01-2019,Winter,18,13,95,29.553,jute,0
23-01-2019,Winter,18.4,9.8,93.4,0,rice,0
24-01-2019,Winter,20.8,11,86.7,2.701,mango,0
25-01-2019,Winter,18,10.5,83.5,2.552,cotton,0
26-01-2019,Winter,18.8,7.3,70.3,0,orange,0
27-01-2019,Winter,18.5,5.1,77.9,0,mango,0
28-01-2019,Winter,18.8,6,72.6,0,coffee,0
29-01-2019,Winter,19.8,6,69.3,0,grapes,0
30-01-2019,Winter,20.2,6.8,69.6,0,kidneybeans,0
31-01-2019,Winter,20.8,10,72.6,0,blackgram,0
13-02-2019,Winter,25,12.4,73.6,0,papaya,0
14-02-2019,Winter,21,15.1,86.2,9.806,kidneybeans,0
15-02-2019,Winter,21.5,13.8,85.8,0.1,mango,0
16-02-2019,Winter,19.2,13,91.4,0,muskmelon,0
17-02-2019,Winter,21,11,83.5,0,mango,0
18-02-2019,Winter,24.8,12.3,73,0.63,coffee,0
19-02-2019,Winter,23.9,13.2,79.7,0,coffee,0
20-02-2019,Winter,20.8,15,87.5,2.171,pigeonpeas,0
21-02-2019,Winter,27.8,15,71.6,0,lentil,0
22-02-2019,Winter,23,15,78.5,0,watermelon,0
23-02-2019,Winter,22,9,66.5,0,kidneybeans,0
24-02-2019,Winter,23.6,13,65.4,0,pomegranate,0
25-02-2019,Winter,25,11,65,1.851,coconut,0
26-02-2019,Winter,21,11.7,67.7,0.17,muskmelon,0
27-02-2019,Winter,19,11.3,71.7,0,muskmelon,0
28-02-2019,Winter,21.3,9,69.4,0,rice,0
13-03-2019,Summer,24.8,16,61.8,0,apple,0
14-03-2019,Summer,24,13.4,73.2,0.77,lentil,0
15-03-2019,Summer,25.8,11,71.5,0,jute,0
16-03-2019,Summer,26,13,66.1,0,lentil,0
17-03-2019,Summer,27.8,14,60,0,kidneybeans,0
18-03-2019,Summer,28.1,13.8,61.9,0,jute,0
19-03-2019,Summer,30.9,14.7,59.6,0,cotton,0
20-03-2019,Summer,34,17.4,51.7,0,mango,0
21-03-2019,Summer,31.5,18.8,51.5,0,kidneybeans,0
22-03-2019,Summer,29.8,17,45.9,0,lentil,0
23-03-2019,Summer,30.1,16,49.8,0,maize,0
24-03-2019,Summer,31.9,15,51.6,0,lentil,0
25-03-2019,Summer,30.1,17,61,0,coffee,0
26-03-2019,Summer,30,16,58.9,0,mothbeans,0
27-03-2019,Summer,31.2,16,51.5,0,papaya,0
28-03-2019,Summer,35,17.6,54.4,0,mungbean,0
29-03-2019,Summer,36.7,20.5,53.4,0,watermelon,0
30-03-2019,Summer,39,22,50,0.255,papaya,0
31-03-2019,Summer,34.1,22.4,42.4,0,coconut,0
13-04-2019,Summer,38,23.7,38.7,0,chickpea,0
14-04-2019,Summer,39,24,37,0,mothbeans,0
15-04-2019,Summer,40,27,33.6,0,orange,0
16-04-2019,Summer,30.5,21,58.9,1.2,kidneybeans,0
17-04-2019,Summer,28.8,19,66,0.544,mungbean,0
18-04-2019,Summer,30.8,18,59.5,0,orange,0
19-04-2019,Summer,32,19,51.8,0,mothbeans,0
20-04-2019,Summer,34.8,15.9,47.3,0,mothbeans,0
21-04-2019,Summer,37.2,22.3,39.5,0,pigeonpeas,0
22-04-2019,Summer,38.2,23.8,41.5,0,jute,0
23-04-2019,Summer,40.4,24.4,40,0,coconut,0
